Age,BusinessTravel_Travel_Rarely,BusinessTravel_Travel_Frequently,BusinessTravel_Non-Travel,DailyRate,Department_Sales,Department_Research & Development,Department_Human Resources,DistanceFromHome,Education,EducationField_Marketing,EducationField_Medical,EducationField_Life Sciences,EducationField_Human Resources,EducationField_Technical Degree,EducationField_Other,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole_Manager,JobRole_Laboratory Technician,JobRole_Sales Executive,JobRole_Manufacturing Director,JobRole_Research Director,JobRole_Research Scientist,JobRole_Human Resources,JobRole_Healthcare Representative,JobRole_Sales Representative,JobSatisfaction,MaritalStatus_Single,MaritalStatus_Married,MaritalStatus_Divorced,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18_Y,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Attrition
46.0,1.0,0.0,0.0,488.0,1.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,363.0,3.0,0.0,75.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,16872.0,14977.0,3.0,1.0,1.0,12.0,3.0,2.0,80.0,1.0,28.0,2.0,2.0,7.0,7.0,7.0,7.0,0
33.0,0.0,1.0,0.0,827.0,0.0,1.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,998.0,3.0,0.0,84.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,5488.0,20161.0,1.0,1.0,1.0,13.0,3.0,1.0,80.0,1.0,6.0,2.0,3.0,6.0,5.0,1.0,2.0,0
31.0,0.0,1.0,0.0,715.0,1.0,0.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1613.0,4.0,1.0,54.0,3.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,5332.0,21602.0,7.0,1.0,0.0,13.0,3.0,4.0,80.0,0.0,10.0,3.0,3.0,5.0,2.0,0.0,3.0,0
23.0,1.0,0.0,0.0,885.0,0.0,1.0,0.0,4.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,705.0,1.0,1.0,58.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2819.0,8544.0,2.0,1.0,0.0,16.0,3.0,1.0,80.0,1.0,5.0,3.0,4.0,3.0,2.0,0.0,2.0,0
31.0,1.0,0.0,0.0,1154.0,1.0,0.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1996.0,1.0,1.0,54.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,1.0,0.0,3067.0,6393.0,0.0,1.0,0.0,19.0,3.0,3.0,80.0,1.0,3.0,1.0,3.0,2.0,2.0,1.0,2.0,0
40.0,0.0,0.0,1.0,1479.0,1.0,0.0,0.0,24.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,986.0,2.0,0.0,100.0,4.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,13194.0,17071.0,4.0,1.0,1.0,16.0,3.0,4.0,80.0,0.0,22.0,2.0,2.0,1.0,0.0,0.0,0.0,1
26.0,0.0,0.0,1.0,786.0,0.0,1.0,0.0,7.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1693.0,4.0,1.0,76.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,2570.0,11925.0,1.0,1.0,0.0,20.0,4.0,3.0,80.0,0.0,7.0,5.0,3.0,7.0,7.0,5.0,7.0,0
35.0,1.0,0.0,0.0,1146.0,0.0,0.0,1.0,26.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2040.0,3.0,0.0,31.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,1.0,0.0,0.0,8837.0,16642.0,1.0,1.0,1.0,16.0,3.0,3.0,80.0,0.0,9.0,2.0,3.0,9.0,0.0,1.0,7.0,0
28.0,1.0,0.0,0.0,1117.0,0.0,1.0,0.0,8.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,395.0,4.0,0.0,66.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,3310.0,4488.0,1.0,1.0,0.0,21.0,4.0,4.0,80.0,0.0,5.0,3.0,3.0,5.0,3.0,0.0,2.0,0
31.0,1.0,0.0,0.0,140.0,0.0,1.0,0.0,12.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,246.0,3.0,0.0,95.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,1.0,0.0,3929.0,6984.0,8.0,1.0,1.0,23.0,4.0,3.0,80.0,1.0,7.0,0.0,3.0,4.0,2.0,0.0,2.0,0
30.0,1.0,0.0,0.0,1329.0,1.0,0.0,0.0,29.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1211.0,3.0,1.0,61.0,3.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,4115.0,13192.0,8.0,1.0,0.0,19.0,3.0,3.0,80.0,3.0,8.0,3.0,3.0,4.0,3.0,0.0,3.0,0
40.0,1.0,0.0,0.0,300.0,1.0,0.0,0.0,26.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1066.0,3.0,1.0,74.0,3.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,8396.0,22217.0,1.0,1.0,0.0,14.0,3.0,2.0,80.0,1.0,8.0,3.0,2.0,7.0,7.0,7.0,5.0,0
33.0,1.0,0.0,0.0,922.0,0.0,1.0,0.0,1.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,612.0,1.0,0.0,95.0,4.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,16184.0,22578.0,4.0,1.0,0.0,19.0,3.0,3.0,80.0,1.0,10.0,2.0,3.0,6.0,1.0,0.0,5.0,0
29.0,1.0,0.0,0.0,906.0,0.0,1.0,0.0,10.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,994.0,4.0,0.0,92.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2404.0,11479.0,6.0,1.0,1.0,20.0,4.0,3.0,80.0,0.0,3.0,5.0,3.0,0.0,0.0,0.0,0.0,1
41.0,1.0,0.0,0.0,263.0,0.0,1.0,0.0,6.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,957.0,4.0,1.0,59.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,4721.0,3119.0,2.0,1.0,1.0,13.0,3.0,3.0,80.0,0.0,20.0,3.0,3.0,18.0,13.0,2.0,17.0,0
29.0,0.0,1.0,0.0,1404.0,1.0,0.0,0.0,20.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,974.0,3.0,0.0,84.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,1.0,0.0,2157.0,18203.0,1.0,1.0,0.0,15.0,3.0,2.0,80.0,1.0,3.0,5.0,3.0,3.0,1.0,0.0,2.0,0
39.0,1.0,0.0,0.0,1253.0,0.0,1.0,0.0,10.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1800.0,3.0,1.0,65.0,3.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,13464.0,7914.0,7.0,1.0,0.0,21.0,4.0,3.0,80.0,0.0,9.0,3.0,3.0,4.0,3.0,2.0,2.0,0
19.0,1.0,0.0,0.0,528.0,1.0,0.0,0.0,22.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,167.0,4.0,1.0,50.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,0.0,0.0,1675.0,26820.0,1.0,1.0,1.0,19.0,3.0,4.0,80.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,1
30.0,1.0,0.0,0.0,501.0,1.0,0.0,0.0,27.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,747.0,3.0,1.0,99.0,3.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,1.0,5304.0,25275.0,7.0,1.0,0.0,23.0,4.0,4.0,80.0,1.0,10.0,2.0,2.0,8.0,7.0,7.0,7.0,0
19.0,0.0,0.0,1.0,504.0,0.0,1.0,0.0,10.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1248.0,1.0,0.0,96.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,1859.0,6148.0,1.0,1.0,1.0,25.0,4.0,2.0,80.0,0.0,1.0,2.0,4.0,1.0,1.0,0.0,0.0,1
40.0,1.0,0.0,0.0,369.0,0.0,1.0,0.0,8.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1724.0,2.0,0.0,92.0,3.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,6516.0,5041.0,2.0,1.0,1.0,16.0,3.0,2.0,80.0,1.0,18.0,3.0,3.0,1.0,0.0,0.0,0.0,0
31.0,1.0,0.0,0.0,741.0,0.0,1.0,0.0,2.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1721.0,2.0,1.0,69.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,3477.0,18103.0,1.0,1.0,0.0,14.0,3.0,4.0,80.0,1.0,6.0,2.0,4.0,5.0,2.0,0.0,3.0,0
57.0,1.0,0.0,0.0,593.0,0.0,1.0,0.0,1.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,482.0,4.0,1.0,88.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,1.0,0.0,6755.0,2967.0,2.0,1.0,0.0,11.0,3.0,3.0,80.0,0.0,15.0,2.0,3.0,3.0,2.0,1.0,2.0,0
20.0,1.0,0.0,0.0,805.0,0.0,1.0,0.0,3.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1198.0,1.0,1.0,87.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,3033.0,12828.0,1.0,1.0,0.0,12.0,3.0,1.0,80.0,0.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,0
28.0,1.0,0.0,0.0,580.0,0.0,1.0,0.0,27.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1622.0,2.0,0.0,39.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,4877.0,20460.0,0.0,1.0,0.0,21.0,4.0,2.0,80.0,1.0,6.0,5.0,2.0,5.0,3.0,0.0,0.0,0
46.0,0.0,0.0,1.0,1144.0,0.0,1.0,0.0,7.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,487.0,3.0,0.0,30.0,3.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,5258.0,16044.0,2.0,1.0,0.0,14.0,3.0,3.0,80.0,0.0,7.0,2.0,4.0,1.0,0.0,0.0,0.0,0
40.0,0.0,0.0,1.0,1094.0,1.0,0.0,0.0,28.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,615.0,3.0,1.0,58.0,1.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,10932.0,11373.0,3.0,1.0,0.0,15.0,3.0,3.0,80.0,1.0,20.0,2.0,3.0,1.0,0.0,0.0,1.0,0
32.0,1.0,0.0,0.0,499.0,1.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1396.0,3.0,1.0,36.0,3.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,4078.0,20497.0,0.0,1.0,1.0,13.0,3.0,1.0,80.0,3.0,4.0,3.0,2.0,3.0,2.0,1.0,2.0,0
38.0,1.0,0.0,0.0,345.0,1.0,0.0,0.0,10.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2041.0,1.0,0.0,100.0,3.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,0.0,5343.0,5982.0,1.0,1.0,0.0,11.0,3.0,3.0,80.0,1.0,10.0,1.0,3.0,10.0,7.0,1.0,9.0,0
45.0,0.0,0.0,1.0,1050.0,1.0,0.0,0.0,9.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1117.0,2.0,0.0,65.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,5593.0,17970.0,1.0,1.0,0.0,13.0,3.0,4.0,80.0,1.0,15.0,2.0,3.0,15.0,10.0,4.0,12.0,0
44.0,1.0,0.0,0.0,477.0,0.0,1.0,0.0,7.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,36.0,1.0,0.0,42.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,1.0,0.0,10248.0,2094.0,3.0,1.0,0.0,14.0,3.0,4.0,80.0,1.0,24.0,4.0,3.0,22.0,6.0,5.0,17.0,0
46.0,1.0,0.0,0.0,1254.0,1.0,0.0,0.0,10.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1869.0,3.0,0.0,64.0,3.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,7314.0,14011.0,5.0,1.0,0.0,21.0,4.0,3.0,80.0,3.0,14.0,2.0,3.0,8.0,7.0,0.0,7.0,1
29.0,0.0,0.0,1.0,1496.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,208.0,4.0,1.0,41.0,3.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,4319.0,26283.0,1.0,1.0,0.0,13.0,3.0,1.0,80.0,1.0,10.0,1.0,3.0,10.0,7.0,0.0,9.0,0
36.0,1.0,0.0,0.0,1041.0,0.0,0.0,1.0,13.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,829.0,3.0,1.0,36.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0,2143.0,25527.0,4.0,1.0,0.0,13.0,3.0,2.0,80.0,1.0,8.0,2.0,3.0,5.0,2.0,0.0,4.0,0
24.0,1.0,0.0,0.0,771.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1981.0,2.0,1.0,45.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,1.0,0.0,0.0,4617.0,14120.0,1.0,1.0,0.0,12.0,3.0,2.0,80.0,0.0,4.0,2.0,2.0,4.0,3.0,1.0,2.0,0
47.0,1.0,0.0,0.0,202.0,0.0,1.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,820.0,3.0,0.0,33.0,3.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,0.0,16752.0,12982.0,1.0,1.0,1.0,11.0,3.0,3.0,80.0,1.0,26.0,3.0,2.0,26.0,14.0,3.0,0.0,0
30.0,0.0,1.0,0.0,1312.0,0.0,1.0,0.0,23.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,159.0,1.0,1.0,96.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,2613.0,22310.0,1.0,1.0,0.0,25.0,4.0,3.0,80.0,3.0,10.0,2.0,2.0,10.0,7.0,0.0,9.0,0
45.0,1.0,0.0,0.0,1015.0,0.0,1.0,0.0,5.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1611.0,3.0,0.0,50.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,5769.0,23447.0,1.0,1.0,1.0,14.0,3.0,1.0,80.0,0.0,10.0,3.0,3.0,10.0,7.0,1.0,4.0,0
30.0,1.0,0.0,0.0,911.0,0.0,1.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1989.0,4.0,1.0,76.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,3748.0,4077.0,1.0,1.0,0.0,13.0,3.0,3.0,80.0,0.0,12.0,6.0,2.0,12.0,8.0,1.0,7.0,0
26.0,1.0,0.0,0.0,157.0,0.0,1.0,0.0,1.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1952.0,3.0,1.0,95.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2867.0,20006.0,0.0,1.0,0.0,13.0,3.0,4.0,80.0,0.0,8.0,6.0,2.0,7.0,7.0,7.0,6.0,0
18.0,0.0,0.0,1.0,247.0,0.0,1.0,0.0,8.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1156.0,3.0,1.0,80.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,1904.0,13556.0,1.0,1.0,0.0,12.0,3.0,4.0,80.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1
29.0,1.0,0.0,0.0,408.0,0.0,1.0,0.0,25.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,565.0,3.0,0.0,71.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,2546.0,18300.0,5.0,1.0,0.0,16.0,3.0,2.0,80.0,0.0,6.0,2.0,4.0,2.0,2.0,1.0,1.0,1
33.0,1.0,0.0,0.0,217.0,1.0,0.0,0.0,10.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1924.0,2.0,1.0,43.0,3.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,5487.0,10410.0,1.0,1.0,0.0,14.0,3.0,2.0,80.0,0.0,10.0,2.0,2.0,10.0,4.0,0.0,9.0,0
43.0,1.0,0.0,0.0,990.0,0.0,1.0,0.0,27.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1599.0,4.0,1.0,87.0,4.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,4876.0,5855.0,5.0,1.0,0.0,12.0,3.0,3.0,80.0,1.0,8.0,0.0,3.0,6.0,4.0,0.0,2.0,0
39.0,1.0,0.0,0.0,1498.0,1.0,0.0,0.0,21.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1390.0,1.0,1.0,44.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,0.0,6120.0,3567.0,3.0,1.0,1.0,12.0,3.0,4.0,80.0,2.0,8.0,2.0,4.0,5.0,4.0,1.0,4.0,0
27.0,0.0,0.0,1.0,1450.0,0.0,1.0,0.0,3.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,224.0,3.0,1.0,79.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,2566.0,25326.0,1.0,1.0,1.0,15.0,3.0,4.0,80.0,1.0,1.0,2.0,2.0,1.0,1.0,0.0,1.0,0
41.0,0.0,1.0,0.0,1200.0,0.0,1.0,0.0,22.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1392.0,4.0,0.0,75.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,1.0,5467.0,13953.0,3.0,1.0,1.0,14.0,3.0,1.0,80.0,2.0,12.0,4.0,2.0,6.0,2.0,3.0,3.0,0
26.0,1.0,0.0,0.0,1355.0,0.0,0.0,1.0,25.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,177.0,3.0,0.0,61.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,1.0,0.0,2942.0,8916.0,1.0,1.0,0.0,23.0,4.0,4.0,80.0,1.0,8.0,3.0,3.0,8.0,7.0,5.0,7.0,0
53.0,1.0,0.0,0.0,1084.0,0.0,1.0,0.0,13.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,250.0,4.0,0.0,57.0,4.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,4450.0,26250.0,1.0,1.0,0.0,11.0,3.0,3.0,80.0,2.0,5.0,3.0,3.0,4.0,2.0,1.0,3.0,0
33.0,0.0,0.0,1.0,1313.0,0.0,1.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1994.0,2.0,1.0,59.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,2008.0,20439.0,1.0,1.0,0.0,12.0,3.0,3.0,80.0,3.0,1.0,2.0,2.0,1.0,1.0,0.0,0.0,0
29.0,1.0,0.0,0.0,350.0,0.0,0.0,1.0,13.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1844.0,1.0,1.0,56.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,2335.0,3157.0,4.0,1.0,1.0,15.0,3.0,4.0,80.0,3.0,4.0,3.0,3.0,2.0,2.0,2.0,0.0,1
30.0,0.0,0.0,1.0,1400.0,0.0,1.0,0.0,3.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,562.0,3.0,1.0,53.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,0.0,2097.0,16734.0,4.0,1.0,0.0,15.0,3.0,3.0,80.0,1.0,9.0,3.0,1.0,5.0,3.0,1.0,4.0,0
34.0,1.0,0.0,0.0,678.0,0.0,1.0,0.0,19.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1701.0,2.0,0.0,35.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,1.0,0.0,2929.0,20338.0,1.0,1.0,0.0,12.0,3.0,2.0,80.0,0.0,10.0,3.0,3.0,10.0,9.0,8.0,7.0,0
36.0,0.0,1.0,0.0,884.0,0.0,1.0,0.0,23.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2061.0,3.0,1.0,41.0,4.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,0.0,2571.0,12290.0,4.0,1.0,0.0,17.0,3.0,3.0,80.0,1.0,17.0,3.0,3.0,5.0,2.0,0.0,3.0,0
30.0,1.0,0.0,0.0,1358.0,1.0,0.0,0.0,16.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1479.0,4.0,1.0,96.0,3.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,5301.0,2939.0,8.0,1.0,0.0,15.0,3.0,3.0,80.0,2.0,4.0,2.0,2.0,2.0,1.0,2.0,2.0,0
43.0,1.0,0.0,0.0,177.0,0.0,1.0,0.0,8.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,920.0,1.0,0.0,55.0,3.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,4765.0,23814.0,4.0,1.0,0.0,21.0,4.0,3.0,80.0,1.0,4.0,2.0,4.0,1.0,0.0,0.0,0.0,0
48.0,1.0,0.0,0.0,855.0,0.0,1.0,0.0,4.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1363.0,4.0,1.0,54.0,3.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,7898.0,18706.0,1.0,1.0,0.0,11.0,3.0,3.0,80.0,0.0,11.0,2.0,3.0,10.0,9.0,0.0,8.0,0
30.0,0.0,0.0,1.0,1398.0,1.0,0.0,0.0,22.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,567.0,3.0,0.0,69.0,3.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,8412.0,2890.0,0.0,1.0,0.0,11.0,3.0,3.0,80.0,0.0,10.0,3.0,3.0,9.0,8.0,7.0,8.0,0
45.0,1.0,0.0,0.0,930.0,1.0,0.0,0.0,9.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,864.0,4.0,1.0,74.0,3.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,10761.0,19239.0,4.0,1.0,1.0,12.0,3.0,3.0,80.0,1.0,18.0,2.0,3.0,5.0,4.0,0.0,2.0,0
29.0,1.0,0.0,0.0,1252.0,0.0,1.0,0.0,23.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,824.0,3.0,1.0,81.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,2700.0,23779.0,1.0,1.0,0.0,24.0,4.0,3.0,80.0,1.0,10.0,3.0,3.0,10.0,7.0,0.0,7.0,0
35.0,1.0,0.0,0.0,607.0,0.0,1.0,0.0,9.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,880.0,4.0,0.0,66.0,2.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,10685.0,23457.0,1.0,1.0,1.0,20.0,4.0,2.0,80.0,1.0,17.0,2.0,3.0,17.0,14.0,5.0,15.0,0
30.0,0.0,0.0,1.0,879.0,0.0,1.0,0.0,9.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1298.0,3.0,0.0,72.0,3.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,4695.0,12858.0,7.0,1.0,1.0,18.0,3.0,3.0,80.0,0.0,10.0,3.0,3.0,8.0,4.0,1.0,7.0,0
